product_name,permit_number,permit_type,crop,target,purpose,dose,dose_unit,spray_volume,spray_volume_unit,bbch_min,bbch_max,treatment_time,phi,max_treatments,min_interval_days,expiry_date,latest_document,source_pdf,issue_reason
Dirabel,6300/1922-1/2022,alapengedely,alma,gyümölcsritkítás,növekedés szabályozó szer,"0,23 l/10000 m2 LFF max. 0,24 l/ha",,,,69,71,"virágzás vége, teljes sziromhullás – 10 mm-es gyümölcsméret (BBCH 69-71)",,"0,23 l/10000 m2 LFF max. 0,24 l/ha",1000,,Dirabel_mod_93439-2_2025.11.11_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348013448es348042784&documentName=Dirabel_mod_93439-2_2025.11.11_publikus.pdf,verified special dose recovered verbatim from point 4; source Dirabel__6300-1922-1-2022__Dirabel_mod_93439-2_2025.11.11_publikus.md line 234
Dirabel,6300/1922-1/2022,alapengedely,alma,betakarítás előtti hullás gátlása,növekedés szabályozó szer,"0,25 l/10000 m2 LFF max. 0,24 l/ha",,,l/ha,81,87,"érés kezdete, a fajtára jellemző színeződés első jelei – szedésérettség (BBCH 81-87)",,"0,25 l/10000 m2 LFF max. 0,24 l/ha",1000,,Dirabel_mod_93439-2_2025.11.11_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348013448es348042784&documentName=Dirabel_mod_93439-2_2025.11.11_publikus.pdf,verified special dose recovered verbatim from point 4; source Dirabel__6300-1922-1-2022__Dirabel_mod_93439-2_2025.11.11_publikus.md line 235
Dirabel,6300/1922-1/2022,alapengedely,körte,betakarítás előtti hullás gátlása,növekedés szabályozó szer,"0,25 l/10000 m2 LFF max. 0,24 l/ha",,,l/ha,81,87,"érés kezdete, a fajtára jellemző színeződés első jelei – szedésérettség (BBCH 81-87)",,"0,25 l/10000 m2 LFF max. 0,24 l/ha",1000,,Dirabel_mod_93439-2_2025.11.11_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348013448es348042784&documentName=Dirabel_mod_93439-2_2025.11.11_publikus.pdf,verified special dose recovered verbatim from point 4; source Dirabel__6300-1922-1-2022__Dirabel_mod_93439-2_2025.11.11_publikus.md line 236
Architect,6300/765-2/2022,alapengedely,Káposzta- repce (őszi és tavaszi),"plenodómuszos betegség (fóma), alternáriás levél- és becőfoltosság, pirenopezizás levélfoltosság növekedés szabályzás, megdőlés gátlása, télállóság fokozása",gombaölő szer,"1,0-2,0 (osztott: 2x1,0)",,,l/ha,13,13,ősszel: háromleveles állapottól (BBCH 13) tőlevél rózsás állapotig (BBCH 19) tavasszal: szárbaindulás kezdetétől (BBCH 31) sárgabimbós állapotig (BBCH 59),,1 őszi (2 osztott őszi) és/vagy 1 tavaszi (2 osztott tavaszi),14 (osztott kezelés),,Architect_mod_20260514.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182018es350111997&documentName=Architect_mod_20260514.pdf,verified special dose recovered verbatim from point 4; source Architect__6300-765-2-2022__Architect_mod_20260514.md line 245
Architect,6300/765-2/2022,alapengedely,"réparepce, mustár, olajretek, magvas gomborka","alternáriás betegség, plenodómuszos betegség (fóma), peronoszpóra, növekedés szabályzás, megdőlés gátlása",gombaölő szer,"1,0-2,0 (osztott: 2x1,0)",,,l/ha,31,31,szárbaindulás kezdetétől (BBCH 31) sárgabimbós állapotig (BBCH 59),,1 (2 osztott),14 (osztott),,Architect_mod_20260514.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182018es350111997&documentName=Architect_mod_20260514.pdf,verified special dose recovered verbatim from point 4; source Architect__6300-765-2-2022__Architect_mod_20260514.md line 349
Architect,6300/765-2/2022,alapengedely,olajlen,"alternáriás betegség, fomás betegség növekedés szabályzás, megdőlés gátlása",gombaölő szer,"1,0-2,0 (osztott: 2x1,0)",,,l/ha,31,31,szárnövekedés kezdetétől (BBCH 31) első sziromlevelek megjelenéséig (BBCH 59),,1 (2 osztott),14 (osztott),,Architect_mod_20260514.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182018es350111997&documentName=Architect_mod_20260514.pdf,verified special dose recovered verbatim from point 4; source Architect__6300-765-2-2022__Architect_mod_20260514.md line 350
Kaltor,6300/3907-1/2020,alapengedely,kukorica (takarmány),"magról kelő és évelő egyszikű, illetve magról kelő kétszikű gyomnövények, mezei acat",gyomirtó szer,"osztott kezelés formájában: 0,25 + 0,15",,,l/ha,13,16,3-6 leveles állapot (BBCH 13-16),,2,7-15,,Kaltor_mód_2025.11.04.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348059221es348078910&documentName=Kaltor_m%c3%b3d_2025.11.04.pdf,verified special dose recovered verbatim from point 4; source Kaltor__6300-3907-1-2020__Kaltor_mód_2025.11.04.md line 210
Milagro Plus,6300/274-1/2019,alapengedely,"kukorica (szemes, siló)","magról kelő és évelő egyszikű, illetve magról kelő kétszikű gyomnövények, mezei acat",gyomirtó szer,"osztott kezelés formájában: 0,6 +0,6 vagy 0,8 + 0,4 (teljes felület permetezéssel, vagy sorkezeléssel)",,,l/ha,13,16,3 leveles állapottól 6 leveles fejlettségig (BBCH 13-16),,2,7-15,,Milagro Plus mód 2026.03.19.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348700319es348696475&documentName=Milagro+Plus+m%c3%b3d+2026.03.19.pdf,verified special dose recovered verbatim from point 4; source Milagro_Plus__6300-274-1-2019__Milagro_Plus_mód_2026.03.19.md line 244
Principal Forte,6700/2408-1/2023,alapengedely,"kukorica (szemes, siló)",magról kelő és évelő egy- és kétszikű gyomnövények,gyomirtó szer,osztott kezelés formájában: 240 + 240,,,l/ha,12,18,a kultúrnövény 2 leveles fejlettségétől 8 leveles állapotáig (BBCH 12-18),,2,7-15,,Principal Forte mód 2026.05.07.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348959798es348967025&documentName=Principal+Forte+m%c3%b3d+2026.05.07.pdf,verified special dose recovered verbatim from point 4; source Principal_Forte__6700-2408-1-2023__Principal_Forte_mód_2026.05.07.md line 210
Neudosan Neu,8360/26294-2/2025,alapengedely,"paprika, paradicsom, tojásgyümölcs (hajtatott)","levéltetű fajok, takácsatka fajok, liszteske fajok",rovarölő szer,50 cm-nél nem nagyobb növények: 18,,,cm nél nem nagyobb növények:,,,a fertőzés kezdetén,,5,5-7,,Neudosan Neu_eng_20251201_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233525es348252623&documentName=Neudosan+Neu_eng_20251201_publikus.pdf,verified special dose recovered verbatim from point 4; source Neudosan_Neu__8360-26294-2-2025__Neudosan_Neu_eng_20251201_publikus.md line 172
Neudosan Neu,8360/26294-2/2025,alapengedely,"fejes káposzta, kelkáposzta, karalábé, karfiol, brokkoli, bimbóskel (hajtatott)","levéltetű fajok, liszteske fajok",rovarölő szer,50 cm-nél nem nagyobb növények: 18,,,cm nél nem nagyobb növények:,,,a fertőzés kezdetén,,5,5-7,,Neudosan Neu_eng_20251201_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233525es348252623&documentName=Neudosan+Neu_eng_20251201_publikus.pdf,verified special dose recovered verbatim from point 4; source Neudosan_Neu__8360-26294-2-2025__Neudosan_Neu_eng_20251201_publikus.md line 175
Neudosan Neu,8360/26294-2/2025,alapengedely,"fejes saláta, endivia, galambbegy saláta, tépő saláta, borsmustár, leveles kel, kínai kel, mángold, sóska, spenót, spárga, petrezselyem (hajtatott)","levéltetű fajok (kivéve: saláta- levéltetű, levélpirosító ribiszke- levéltetű)",rovarölő szer,50 cm-nél nem nagyobb növények: 18,,,cm nél nem nagyobb növények:,,,a fertőzés kezdetén,,5,5-7,,Neudosan Neu_eng_20251201_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233525es348252623&documentName=Neudosan+Neu_eng_20251201_publikus.pdf,verified special dose recovered verbatim from point 4; source Neudosan_Neu__8360-26294-2-2025__Neudosan_Neu_eng_20251201_publikus.md line 312
Neudosan Neu,8360/26294-2/2025,alapengedely,"sárgarépa, petrezselyem, pasztinák, zeller, cékla, retek, torma (hajtatott)",levéltetű fajok,rovarölő szer,50 cm-nél nem nagyobb növények: 18,,,cm nél nem nagyobb növények:,,,a fertőzés kezdetén,,5,5-7,,Neudosan Neu_eng_20251201_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233525es348252623&documentName=Neudosan+Neu_eng_20251201_publikus.pdf,verified special dose recovered verbatim from point 4; source Neudosan_Neu__8360-26294-2-2025__Neudosan_Neu_eng_20251201_publikus.md line 315
Neudosan Neu,8360/26294-2/2025,alapengedely,zöldségpalánta nevelés (hajtatott),levéltetű fajok,rovarölő szer,50 cm-nél nem nagyobb növények: 18,,,cm nél nem nagyobb növények:,,,a fertőzés kezdetén,,5,5-7,,Neudosan Neu_eng_20251201_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233525es348252623&documentName=Neudosan+Neu_eng_20251201_publikus.pdf,verified special dose recovered verbatim from point 4; source Neudosan_Neu__8360-26294-2-2025__Neudosan_Neu_eng_20251201_publikus.md line 317
Neudosan Neu,8360/26294-2/2025,alapengedely,"bazsalikom, citromfű, kapor, édeskömény, kömény, zsálya (hajtatott)",levéltetű fajok,rovarölő szer,50 cm-nél nem nagyobb növények: 18,,,cm nél nem nagyobb növények:,,,a fertőzés kezdetén,,5,5-7,,Neudosan Neu_eng_20251201_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233525es348252623&documentName=Neudosan+Neu_eng_20251201_publikus.pdf,verified special dose recovered verbatim from point 4; source Neudosan_Neu__8360-26294-2-2025__Neudosan_Neu_eng_20251201_publikus.md line 318
Neudosan Neu,8360/26294-2/2025,alapengedely,"fásszárú dísznövények, lágyszárú dísznövények (hajtatott)","levéltetű fajok, takácsatka fajok, liszteske fajok",rovarölő szer,50 cm-nél nem nagyobb növények: 18,,,cm nél nem nagyobb növények:,,,a fertőzés kezdetén,,5,5-7,,Neudosan Neu_eng_20251201_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233525es348252623&documentName=Neudosan+Neu_eng_20251201_publikus.pdf,verified special dose recovered verbatim from point 4; source Neudosan_Neu__8360-26294-2-2025__Neudosan_Neu_eng_20251201_publikus.md line 319
Raptol HP,6700/0012084-2/2024,alapengedely,"lágyszárú dísznövények, fásszárú dísznövények (hajtatott)","levéltetvek, tripszek (kivéve nyugati virágtripsz), levéldarazsak, lombrágó hernyók (kivéve aknázómolyok), lombfogyasztó bogarak (kivéve Otiorhynchus fajok)",rovarölő szer,"0,6 (50 cm növény- magasságig)",,,l/ha,12,65,2 leveles állapot ‒ teljes virágzás (BBCH 12-65),,2,5-7,,Raptol HP_eng_0012084_2_20241119_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291232es346268493&documentName=Raptol+HP_eng_0012084_2_20241119_publikus.pdf,verified special dose recovered verbatim from point 4; source Raptol_HP__6700-0012084-2-2024__Raptol_HP_eng_0012084_2_20241119_publikus.md line 336
Raptol HP,6700/0012084-2/2024,alapengedely,"fásszárú dísznövények, lágyszárú dísznövények (szabadföldi)","levéltetvek, tripszek (kivéve nyugati virágtripsz), levéldarazsak, lombrágó hernyók (kivéve aknázómolyok), lombfogyasztó bogarak (kivéve Otiorhynchus fajok)",rovarölő szer,"0,6 (50 cm növény- magasságig)",,,l/ha,12,65,2 leveles állapot ‒ teljes virágzás (BBCH 12-65),,2,5-7,,Raptol HP_eng_0012084_2_20241119_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291232es346268493&documentName=Raptol+HP_eng_0012084_2_20241119_publikus.pdf,verified special dose recovered verbatim from point 4; source Raptol_HP__6700-0012084-2-2024__Raptol_HP_eng_0012084_2_20241119_publikus.md line 696
Aliette 80 WG,2143/2006,alapengedely,fejes saláta szabadföldi és hajtatott,peronoszpóra,gombaölő szer,"1,0-1,5 (0,15 %)",,,l/ha,12,12,két leveles állapottól (BBCH 12) fejesedés kezdetéig (BBCH 41),,3,10,,Aliette 80 WG_mód_20240507.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345235997es345302665&documentName=Aliette+80+WG_m%c3%b3d_20240507.pdf,verified special dose recovered verbatim from point 4; source Aliette_80_WG__2143-2006__Aliette_80_WG_mód_20240507.md line 256
Bordóilé Neo SC,16082/2003,alapengedely,"paradicsom, paprika","gombabetegségek (kivéve lisztharmat, szürkerothadás)",gombaölő szer,"3,0- 4,0 0,3 - 1 %",,,l/ha,12,12,2 leveles állapottól (BBCH 12) érés kezdetéig (BBCH 81),,4,7,,BordóiNeo SC_mod_20230213.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=328433994es328434300&documentName=Bord%c3%b3iNeo+SC_mod_20230213.pdf,verified special dose recovered verbatim from point 4; source Bordóilé_Neo_SC__16082-2003__BordóiNeo_SC_mod_20230213.md line 363
Bordóilé Neo SC,16082/2003,alapengedely,uborka,"gombabetegségek (kivéve lisztharmat, szürkerothadás)",gombaölő szer,"3,0- 4,0 0,3 - 1 %",,,l/ha,14,14,4 leveles állapottól (BBCH 14) termésfejlődésig (BBCH 70),,4,7,,BordóiNeo SC_mod_20230213.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=328433994es328434300&documentName=Bord%c3%b3iNeo+SC_mod_20230213.pdf,verified special dose recovered verbatim from point 4; source Bordóilé_Neo_SC__16082-2003__BordóiNeo_SC_mod_20230213.md line 364
Bordóilé Neo SC,16082/2003,alapengedely,"zöldborsó, zöldbab","gombabetegségek (kivéve lisztharmat, szürkerothadás)",gombaölő szer,"3,0- 4,0 0,3 - 1 %",,,l/ha,14,14,4 leveles állapottól (BBCH 14) hüvely- és magképződésig (BBCH 70),,4,7,,BordóiNeo SC_mod_20230213.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=328433994es328434300&documentName=Bord%c3%b3iNeo+SC_mod_20230213.pdf,verified special dose recovered verbatim from point 4; source Bordóilé_Neo_SC__16082-2003__BordóiNeo_SC_mod_20230213.md line 365
BotaniGard WP,6300/301-1/2020,alapengedely,"szamóca (hajtatott, zárt termesztő berendezésben)","levéltetvek, üvegházi liszteske, dohányliszteske, tripszek, takácsatka",rovarölő szer,"0,75 0,0625 %",,,l/ha,10,97,Az 1. levél megjelenése – termesztési ciklus vége BBCH 10-97 januártól- decemberig,,12,5,,BotaniGard_WP_mód_20240611.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345682610es345681913&documentName=BotaniGard_WP_m%c3%b3d_20240611.pdf,verified special dose recovered verbatim from point 4; source BotaniGard_WP__6300-301-1-2020__BotaniGard_WP_mód_20240611.md line 306
BotaniGard WP,6300/301-1/2020,alapengedely,"cukkini, tök (hajtatott, zárt termesztő berendezésben)","levéltetvek, üvegházi liszteske, dohányliszteske, tripszek, takácsatka",rovarölő szer,"0,9 0,0625 %",,,l/ha,10,99,Az 1. levél megjelenése – termesztési ciklus vége BBCH 10-99 januártól- decemberig,,10,5,,BotaniGard_WP_mód_20240611.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345682610es345681913&documentName=BotaniGard_WP_m%c3%b3d_20240611.pdf,verified special dose recovered verbatim from point 4; source BotaniGard_WP__6300-301-1-2020__BotaniGard_WP_mód_20240611.md line 307
BotaniGard WP,6300/301-1/2020,alapengedely,"uborka (szabadföldi és hajtatott, zárt termesztő berendezésben)","levéltetvek, üvegházi liszteske, dohányliszteske, tripszek, takácsatka",rovarölő szer,"0,9 0,0625 %",,,l/ha,10,99,Az 1. levél megjelenése – termesztési ciklus vége BBCH10- 99 januártól- decemberig,,10,5,,BotaniGard_WP_mód_20240611.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345682610es345681913&documentName=BotaniGard_WP_m%c3%b3d_20240611.pdf,verified special dose recovered verbatim from point 4; source BotaniGard_WP__6300-301-1-2020__BotaniGard_WP_mód_20240611.md line 308
BotaniGard WP,6300/301-1/2020,alapengedely,"görögdinnye, sárgadinnye (hajtatott, zárt termesztő berendezésben)","levéltetvek, üvegházi liszteske, dohányliszteske, tripszek, takácsatka",rovarölő szer,"0,9 0,0625 %",,,l/ha,10,99,Az 1. levél megjelenése – termesztési ciklus vége BBCH10- 99 januártól- decemberig,,10,5,,BotaniGard_WP_mód_20240611.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345682610es345681913&documentName=BotaniGard_WP_m%c3%b3d_20240611.pdf,verified special dose recovered verbatim from point 4; source BotaniGard_WP__6300-301-1-2020__BotaniGard_WP_mód_20240611.md line 309
BotaniGard WP,6300/301-1/2020,alapengedely,"paradicsom, tojásgyümölcs (szabadföldi és hajtatott, zárt termesztő berendezésben)","levéltetvek, üvegházi liszteske, dohányliszteske, tripszek, takácsatka",rovarölő szer,"0,9 0,0625 %",,,l/ha,10,99,Az 1. levél megjelenése – termesztési ciklus vége BBCH10- 99 januártól- decemberig,,25,5,,BotaniGard_WP_mód_20240611.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345682610es345681913&documentName=BotaniGard_WP_m%c3%b3d_20240611.pdf,verified special dose recovered verbatim from point 4; source BotaniGard_WP__6300-301-1-2020__BotaniGard_WP_mód_20240611.md line 310
BotaniGard WP,6300/301-1/2020,alapengedely,"paprika (szabadföldi és hajtatott, zárt termesztő berendezésben)","üvegházi liszteske, dohányliszteske, tripszek",rovarölő szer,"0,9 0,0625 %",,,l/ha,10,99,Az 1. levél megjelenése – termesztési ciklus vége BBCH10- 99 januártól- decemberig,,6,5,,BotaniGard_WP_mód_20240611.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345682610es345681913&documentName=BotaniGard_WP_m%c3%b3d_20240611.pdf,verified special dose recovered verbatim from point 4; source BotaniGard_WP__6300-301-1-2020__BotaniGard_WP_mód_20240611.md line 450
BotaniGard WP,6300/301-1/2020,alapengedely,rózsa (zárt termesztő berendezésben),"levéltetvek, üvegházi liszteske, dohányliszteske, tripszek, takácsatka",rovarölő szer,"0,9 0,0625 %",,,l/ha,10,99,Az 1. levél megjelenése – termesztési ciklus vége BBCH10- 99 januártól- decemberig,,25,5,,BotaniGard_WP_mód_20240611.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345682610es345681913&documentName=BotaniGard_WP_m%c3%b3d_20240611.pdf,verified special dose recovered verbatim from point 4; source BotaniGard_WP__6300-301-1-2020__BotaniGard_WP_mód_20240611.md line 452
BotaniGard WP,6300/301-1/2020,alapengedely,évelő dísznövények (zárt termesztő berendezésben),"levéltetvek, üvegházi liszteske, dohányliszteske, tripszek, takácsatka",rovarölő szer,"0,9 0,0625 %",,,l/ha,10,99,Az 1. levél megjelenése – termesztési ciklus vége BBCH10- 99 januártól- decemberig,,25,5,,BotaniGard_WP_mód_20240611.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345682610es345681913&documentName=BotaniGard_WP_m%c3%b3d_20240611.pdf,verified special dose recovered verbatim from point 4; source BotaniGard_WP__6300-301-1-2020__BotaniGard_WP_mód_20240611.md line 453
